R,P,region,max_rbm_residual,mean_rbm_residual
12,82,mature upper,2.172881e-06,1.87231225e-06
12,83,mature upper,2.141207e-06,1.85459525e-06
12,84,mature upper,2.224131e-06,1.89212225e-06
12,85,mature upper,2.228762e-06,1.8921720000000001e-06
12,86,mature upper,2.18888e-06,1.8896344999999999e-06
12,87,mature upper,2.222598e-06,1.9290815e-06
12,88,mature upper,2.125264e-06,1.8729579999999998e-06
11,43,first lower,0.000496,0.00047499999999999994
11,42,second lower,2.027946e-06,1.9849155e-06
11,41,mature lower,1.928747e-06,1.726704e-06
11,40,mature lower,2.274835e-06,1.9070355000000001e-06
11,39,mature lower,2.207526e-06,1.88404675e-06
11,38,mature lower,2.121834e-06,1.9004842499999997e-06
11,37,mature lower,2.073548e-06,1.82325e-06
11,36,mature lower,2.22239e-06,1.87355775e-06
11,35,mature lower,2.190755e-06,1.8252237499999999e-06
11,34,mature lower,2.082205e-06,1.7580945000000001e-06
11,33,mature lower,2.102232e-06,1.8061215e-06
11,32,mature lower,2.125195e-06,1.8030277500000002e-06
11,31,mature lower,2.172812e-06,1.800539e-06
11,30,mature lower,2.135906e-06,1.8317099999999998e-06
11,29,mature lower,2.085633e-06,1.8752822499999998e-06
11,28,mature lower,2.084102e-06,1.88086875e-06
11,27,mature lower,2.180629e-06,1.8364905e-06
11,26,mature lower,2.16252e-06,1.8196075e-06
11,25,mature lower,2.205679e-06,1.8094205e-06
11,24,mature lower,2.220136e-06,1.864701e-06
11,23,mature lower,2.139891e-06,1.8902635e-06
11,22,mature lower,2.031574e-06,1.86697975e-06
11,21,mature lower,2.150185e-06,1.888603e-06
11,20,mature lower,2.119793e-06,1.8040562500000001e-06
11,19,mature lower,2.109385e-06,1.825371e-06
11,18,mature lower,2.158e-06,1.8652382499999998e-06
11,17,mature lower,2.16386e-06,1.8541074999999998e-06
11,16,mature lower,2.084829e-06,1.79697325e-06
11,15,mature lower,2.101457e-06,1.7536467500000002e-06
11,14,mature lower,2.118923e-06,1.82138625e-06
11,13,mature lower,2.263093e-06,1.87466575e-06
11,12,mature lower,2.149428e-06,1.8781955e-06
11,11,mature lower,2.112827e-06,1.8353570000000001e-06
11,10,mature lower,2.112041e-06,1.78486875e-06
11,9,mature lower,2.220783e-06,1.8248459999999999e-06
11,8,mature lower,2.182555e-06,1.7976080000000002e-06
11,7,mature lower,2.131356e-06,1.771086e-06
11,6,mature lower,2.095143e-06,1.7498545e-06
11,5,mature lower,2.165955e-06,1.7853192499999998e-06
11,4,mature lower,2.171374e-06,1.8489735e-06
11,3,mature lower,2.148746e-06,1.9282582499999998e-06
11,2,mature lower,2.156699e-06,1.8918867499999998e-06
11,1,mature lower,2.136578e-06,1.7805967499999998e-06
11,0,mature lower,2.155941e-06,1.8263815000000002e-06
11,45,first upper,0.000496,0.00047499999999999994
11,46,second upper,2.027941e-06,1.9849140000000002e-06
11,47,mature upper,1.928744e-06,1.72670475e-06
11,48,mature upper,2.274835e-06,1.907035e-06
11,49,mature upper,2.207526e-06,1.88404625e-06
11,50,mature upper,2.121834e-06,1.9004859999999999e-06
11,51,mature upper,2.073548e-06,1.8232497500000002e-06
11,52,mature upper,2.222381e-06,1.87355525e-06
11,53,mature upper,2.19075e-06,1.8252222500000001e-06
11,54,mature upper,2.082208e-06,1.7580907499999999e-06
11,55,mature upper,2.102238e-06,1.8061182499999999e-06
11,56,mature upper,2.125195e-06,1.8030205e-06
11,57,mature upper,2.172781e-06,1.8005240000000002e-06
11,58,mature upper,2.135823e-06,1.8316762500000002e-06
11,59,mature upper,2.086161e-06,1.87543075e-06
11,60,mature upper,2.084115e-06,1.8808435e-06
11,61,mature upper,2.180656e-06,1.83641725e-06
11,62,mature upper,2.162696e-06,1.8195324999999998e-06
11,63,mature upper,2.206705e-06,1.8102445e-06
11,64,mature upper,2.220908e-06,1.86483875e-06
11,65,mature upper,2.142097e-06,1.89088375e-06
11,66,mature upper,2.031256e-06,1.86690725e-06
11,67,mature upper,2.147962e-06,1.8877185e-06
11,68,mature upper,2.126587e-06,1.8054322499999998e-06
11,69,mature upper,2.11105e-06,1.8258119999999999e-06
11,70,mature upper,2.162078e-06,1.8679652499999999e-06
11,71,mature upper,2.168481e-06,1.85357225e-06
11,72,mature upper,2.089095e-06,1.7970299999999999e-06
11,73,mature upper,2.101533e-06,1.7507777500000002e-06
11,74,mature upper,2.120765e-06,1.82206625e-06
11,75,mature upper,2.264093e-06,1.8750695000000002e-06
11,76,mature upper,2.154154e-06,1.8759455000000002e-06
11,77,mature upper,2.113922e-06,1.8351625000000002e-06
11,78,mature upper,2.109718e-06,1.7851560000000001e-06
11,79,mature upper,2.20609e-06,1.8154905e-06
11,80,mature upper,2.195956e-06,1.79885175e-06
11,81,mature upper,2.133257e-06,1.76732425e-06
11,82,mature upper,2.0933e-06,1.7599509999999998e-06
11,83,mature upper,2.199952e-06,1.79740625e-06
11,84,mature upper,2.16338e-06,1.852197e-06
11,85,mature upper,2.150256e-06,1.844591e-06
11,86,mature upper,2.114093e-06,1.76426075e-06
11,87,mature upper,2.079474e-06,1.7287449999999998e-06
11,88,mature upper,2.07931e-06,1.8128545000000002e-06
10,43,first lower,0.000492,0.00047200000000000003
10,42,second lower,2.335877e-06,2.2610285e-06
10,41,mature lower,2.004311e-06,1.86323375e-06
10,40,mature lower,2.150055e-06,1.8691795e-06
10,39,mature lower,2.074275e-06,1.8011105e-06
10,38,mature lower,1.992218e-06,1.8189274999999999e-06
10,37,mature lower,2.169505e-06,1.8592077500000003e-06
10,36,mature lower,2.079161e-06,1.7957489999999999e-06
10,35,mature lower,2.137873e-06,1.76970325e-06
10,34,mature lower,2.145467e-06,1.7796510000000002e-06
10,33,mature lower,2.109339e-06,1.7631192499999998e-06
10,32,mature lower,2.068706e-06,1.723828e-06
10,31,mature lower,2.203661e-06,1.7201007500000002e-06
10,30,mature lower,2.089354e-06,1.7935135000000001e-06
10,29,mature lower,2.165705e-06,1.8755392499999997e-06
10,28,mature lower,2.060606e-06,1.830972e-06
10,27,mature lower,2.185264e-06,1.8169175e-06
10,26,mature lower,2.107823e-06,1.748069e-06
10,25,mature lower,2.040381e-06,1.831949e-06
10,24,mature lower,2.166246e-06,1.8594410000000002e-06
10,23,mature lower,2.128638e-06,1.884325e-06
10,22,mature lower,2.168285e-06,1.86642925e-06
10,21,mature lower,2.101719e-06,1.7852124999999999e-06
10,20,mature lower,2.081079e-06,1.82351075e-06
10,19,mature lower,2.122592e-06,1.8905212500000002e-06
10,18,mature lower,2.109766e-06,1.8767990000000002e-06
10,17,mature lower,2.190312e-06,1.8698112499999998e-06
10,16,mature lower,2.122226e-06,1.7974635e-06
10,15,mature lower,2.118332e-06,1.7988585e-06
10,14,mature lower,2.11921e-06,1.7751524999999998e-06
10,13,mature lower,2.139861e-06,1.88888575e-06
10,12,mature lower,2.11325e-06,1.8293712500000001e-06
10,11,mature lower,2.081022e-06,1.7779852499999998e-06
10,10,mature lower,2.100666e-06,1.801002e-06
10,9,mature lower,2.100258e-06,1.77761525e-06
10,8,mature lower,2.066906e-06,1.8194502499999999e-06
10,7,mature lower,2.095768e-06,1.832126e-06
10,6,mature lower,2.114447e-06,1.8169294999999998e-06
10,5,mature lower,2.092265e-06,1.8158159999999999e-06
10,4,mature lower,2.117193e-06,1.7927895e-06
10,3,mature lower,2.06034e-06,1.8353354999999998e-06
10,2,mature lower,2.068031e-06,1.7926705000000001e-06
10,1,mature lower,2.121316e-06,1.80009775e-06
10,0,mature lower,2.110909e-06,1.79736925e-06
10,45,first upper,0.000492,0.00047200000000000003
10,46,second upper,2.335878e-06,2.2610295000000003e-06
10,47,mature upper,2.004311e-06,1.8632335000000002e-06
10,48,mature upper,2.150056e-06,1.8691797499999998e-06
10,49,mature upper,2.074274e-06,1.8011105e-06
10,50,mature upper,1.992218e-06,1.818928e-06
10,51,mature upper,2.169429e-06,1.8592145e-06
10,52,mature upper,2.079361e-06,1.7957687499999997e-06
10,53,mature upper,2.137949e-06,1.7697155e-06
10,54,mature upper,2.1452e-06,1.779556e-06
10,55,mature upper,2.109185e-06,1.763047e-06
10,56,mature upper,2.069014e-06,1.7239132500000001e-06
10,57,mature upper,2.203697e-06,1.720051e-06
10,58,mature upper,2.088794e-06,1.79324875e-06
10,59,mature upper,2.165816e-06,1.8758080000000001e-06
10,60,mature upper,2.060951e-06,1.8310837499999998e-06
10,61,mature upper,2.185656e-06,1.81703775e-06
10,62,mature upper,2.108021e-06,1.74830175e-06
10,63,mature upper,2.040216e-06,1.8320575000000002e-06
10,64,mature upper,2.16679e-06,1.8598904999999998e-06
10,65,mature upper,2.129346e-06,1.835614e-06
10,66,mature upper,2.171171e-06,1.85416175e-06
10,67,mature upper,2.100862e-06,1.80151125e-06
10,68,mature upper,2.076673e-06,1.7910102499999998e-06
10,69,mature upper,2.118295e-06,1.80705075e-06
10,70,mature upper,2.107094e-06,1.8537415000000001e-06
10,71,mature upper,2.195186e-06,1.8571447499999999e-06
10,72,mature upper,2.12487e-06,1.840004e-06
10,73,mature upper,2.127265e-06,1.76272375e-06
10,74,mature upper,2.170098e-06,1.7861655000000002e-06
10,75,mature upper,2.092977e-06,1.8670192500000002e-06
10,76,mature upper,2.135127e-06,1.8573625e-06
10,77,mature upper,2.074781e-06,1.8188732500000002e-06
10,78,mature upper,2.146128e-06,1.74442675e-06
10,79,mature upper,2.073497e-06,1.754481e-06
10,80,mature upper,2.128784e-06,1.8400947500000002e-06
10,81,mature upper,2.09435e-06,1.83254625e-06
10,82,mature upper,2.158575e-06,1.85607125e-06
10,83,mature upper,2.098424e-06,1.786325e-06
10,84,mature upper,2.051291e-06,1.7232545e-06
10,85,mature upper,2.155001e-06,1.80916225e-06
10,86,mature upper,2.177709e-06,1.8866659999999998e-06
10,87,mature upper,2.05077e-06,1.8295102500000001e-06
10,88,mature upper,2.058649e-06,1.80542275e-06
9,43,first lower,0.000487,0.000468
9,42,second lower,2.288389e-06,2.249732e-06
9,41,mature lower,1.864029e-06,1.73961175e-06
9,40,mature lower,2.169683e-06,1.832621e-06
9,39,mature lower,2.029229e-06,1.81474075e-06
9,38,mature lower,2.002666e-06,1.8039029999999999e-06
9,37,mature lower,2.087393e-06,1.78024175e-06
9,36,mature lower,2.076048e-06,1.7112007499999998e-06
9,35,mature lower,2.044942e-06,1.7161562499999999e-06
9,34,mature lower,2.090096e-06,1.747056e-06
9,33,mature lower,2.113264e-06,1.7267375000000002e-06
9,32,mature lower,2.09977e-06,1.7723984999999998e-06
9,31,mature lower,2.073008e-06,1.7221552499999999e-06
9,30,mature lower,2.14629e-06,1.8097365e-06
9,29,mature lower,2.004676e-06,1.8203465e-06
9,28,mature lower,2.011601e-06,1.76867375e-06
9,27,mature lower,2.115817e-06,1.8074690000000003e-06
9,26,mature lower,2.081816e-06,1.7572384999999998e-06
9,25,mature lower,2.05992e-06,1.7584815e-06
9,24,mature lower,2.017876e-06,1.7815339999999999e-06
9,23,mature lower,2.131312e-06,1.8314662500000003e-06
9,22,mature lower,2.069811e-06,1.8057022500000003e-06
9,21,mature lower,2.064584e-06,1.7037845e-06
9,20,mature lower,2.070329e-06,1.81428275e-06
9,19,mature lower,2.062087e-06,1.803786e-06
9,18,mature lower,2.025411e-06,1.7640882499999997e-06
9,17,mature lower,2.129408e-06,1.75011725e-06
9,16,mature lower,2.063226e-06,1.7853569999999998e-06
9,15,mature lower,2.090128e-06,1.76115775e-06
9,14,mature lower,2.175676e-06,1.7625199999999998e-06
9,13,mature lower,2.092468e-06,1.7165265e-06
9,12,mature lower,2.137037e-06,1.799279e-06
9,11,mature lower,2.052982e-06,1.7985802500000002e-06
9,10,mature lower,2.076902e-06,1.78560325e-06
9,9,mature lower,2.082235e-06,1.74410975e-06
9,8,mature lower,2.028284e-06,1.7153725e-06
9,7,mature lower,2.063452e-06,1.70102525e-06
9,6,mature lower,2.151121e-06,1.77900875e-06
9,5,mature lower,2.054167e-06,1.7831134999999998e-06
9,4,mature lower,2.082829e-06,1.739533e-06
9,3,mature lower,1.993684e-06,1.7109992499999998e-06
9,2,mature lower,2.027427e-06,1.7734345e-06
9,1,mature lower,2.080252e-06,1.7834435e-06
9,0,mature lower,2.09315e-06,1.78805525e-06
9,45,first upper,0.000487,0.000468
9,46,second upper,2.288388e-06,2.2497320000000003e-06
9,47,mature upper,1.864029e-06,1.73961175e-06
9,48,mature upper,2.169682e-06,1.83262025e-06
9,49,mature upper,2.029229e-06,1.81474e-06
9,50,mature upper,2.00267e-06,1.80390375e-06
9,51,mature upper,2.087394e-06,1.7802407500000001e-06
9,52,mature upper,2.076055e-06,1.71120525e-06
9,53,mature upper,2.044954e-06,1.716157e-06
9,54,mature upper,2.090091e-06,1.7470520000000001e-06
9,55,mature upper,2.113244e-06,1.7266889999999998e-06
9,56,mature upper,2.099713e-06,1.77241625e-06
9,57,mature upper,2.072943e-06,1.7221454999999999e-06
9,58,mature upper,2.146098e-06,1.809647e-06
9,59,mature upper,2.004468e-06,1.82025275e-06
9,60,mature upper,2.011781e-06,1.7686785e-06
9,61,mature upper,2.115697e-06,1.8073915000000001e-06
9,62,mature upper,2.081838e-06,1.7571885e-06
9,63,mature upper,2.059815e-06,1.758696e-06
9,64,mature upper,2.018114e-06,1.7817165e-06
9,65,mature upper,2.130593e-06,1.8310879999999998e-06
9,66,mature upper,2.069898e-06,1.8052277499999998e-06
9,67,mature upper,2.068182e-06,1.7049807499999998e-06
9,68,mature upper,2.070667e-06,1.81450025e-06
9,69,mature upper,2.062955e-06,1.803718e-06
9,70,mature upper,2.022376e-06,1.7633335e-06
9,71,mature upper,2.130854e-06,1.752056e-06
9,72,mature upper,2.062887e-06,1.78606325e-06
9,73,mature upper,2.085663e-06,1.7561165e-06
9,74,mature upper,2.178378e-06,1.76167625e-06
9,75,mature upper,2.092024e-06,1.7159392500000002e-06
9,76,mature upper,2.144604e-06,1.80260575e-06
9,77,mature upper,2.061211e-06,1.80178575e-06
9,78,mature upper,2.079114e-06,1.7835037500000002e-06
9,79,mature upper,2.082117e-06,1.787899e-06
9,80,mature upper,2.020225e-06,1.7308267499999999e-06
9,81,mature upper,2.070815e-06,1.73690175e-06
9,82,mature upper,2.154954e-06,1.814323e-06
9,83,mature upper,2.046817e-06,1.823443e-06
9,84,mature upper,2.078652e-06,1.8259802500000001e-06
9,85,mature upper,1.987708e-06,1.77452675e-06
9,86,mature upper,2.010973e-06,1.7424615000000001e-06
9,87,mature upper,2.08081e-06,1.7527132499999997e-06
9,88,mature upper,2.095593e-06,1.7487375e-06
8,43,first lower,0.000482,0.0004635
8,42,second lower,2.298035e-06,2.1875815e-06
8,41,mature lower,1.910407e-06,1.74851275e-06
8,40,mature lower,2.168724e-06,1.84828975e-06
8,39,mature lower,2.1514e-06,1.85286125e-06
8,38,mature lower,2.084834e-06,1.8434365e-06
8,37,mature lower,1.923714e-06,1.744185e-06
8,36,mature lower,2.031195e-06,1.7538992500000003e-06
8,35,mature lower,2.068062e-06,1.761801e-06
8,34,mature lower,2.083102e-06,1.7775864999999999e-06
8,33,mature lower,2.04852e-06,1.81141125e-06
8,32,mature lower,2.104081e-06,1.77782325e-06
8,31,mature lower,2.003115e-06,1.71835025e-06
8,30,mature lower,1.947986e-06,1.6679157500000001e-06
8,29,mature lower,1.946094e-06,1.7050257500000002e-06
8,28,mature lower,2.066849e-06,1.68315125e-06
8,27,mature lower,2.101626e-06,1.7734399999999999e-06
8,26,mature lower,1.998317e-06,1.70532075e-06
8,25,mature lower,2.035741e-06,1.7550282500000001e-06
8,24,mature lower,2.032061e-06,1.78302525e-06
8,23,mature lower,2.12106e-06,1.74276175e-06
8,22,mature lower,2.144261e-06,1.79045825e-06
8,21,mature lower,2.135945e-06,1.7680040000000002e-06
8,20,mature lower,2.022608e-06,1.7759265e-06
8,19,mature lower,2.023158e-06,1.7437465e-06
8,18,mature lower,2.091271e-06,1.7609955e-06
8,17,mature lower,2.076496e-06,1.7825537499999998e-06
8,16,mature lower,2.057153e-06,1.73823925e-06
8,15,mature lower,2.037393e-06,1.7505505000000002e-06
8,14,mature lower,2.0758e-06,1.7588925000000001e-06
8,13,mature lower,2.049548e-06,1.75698675e-06
8,12,mature lower,2.072052e-06,1.7710434999999999e-06
8,11,mature lower,2.09707e-06,1.7160645e-06
8,10,mature lower,2.025037e-06,1.7084685e-06
8,9,mature lower,2.065881e-06,1.7339435e-06
8,8,mature lower,2.020567e-06,1.77374675e-06
8,7,mature lower,2.07764e-06,1.77353625e-06
8,6,mature lower,2.069663e-06,1.71645575e-06
8,5,mature lower,2.038401e-06,1.70351125e-06
8,4,mature lower,2.054938e-06,1.73407425e-06
8,3,mature lower,2.097202e-06,1.7954797500000002e-06
8,2,mature lower,2.104919e-06,1.79215475e-06
8,1,mature lower,2.078652e-06,1.7845937499999998e-06
8,0,mature lower,2.06112e-06,1.75056175e-06
8,45,first upper,0.000482,0.0004635
8,46,second upper,2.298032e-06,2.1875805e-06
8,47,mature upper,1.910405e-06,1.74851075e-06
8,48,mature upper,2.168725e-06,1.848289e-06
8,49,mature upper,2.151396e-06,1.85286e-06
8,50,mature upper,2.084838e-06,1.84343825e-06
8,51,mature upper,1.923728e-06,1.744188e-06
8,52,mature upper,2.031197e-06,1.753905e-06
8,53,mature upper,2.068065e-06,1.7618064999999999e-06
8,54,mature upper,2.083125e-06,1.7775897499999998e-06
8,55,mature upper,2.048556e-06,1.81141325e-06
8,56,mature upper,2.104085e-06,1.7778235e-06
8,57,mature upper,2.003112e-06,1.7183654999999997e-06
8,58,mature upper,1.947989e-06,1.66793575e-06
8,59,mature upper,1.945902e-06,1.7049782499999999e-06
8,60,mature upper,2.066911e-06,1.68316825e-06
8,61,mature upper,2.101661e-06,1.773328e-06
8,62,mature upper,1.998525e-06,1.70533975e-06
8,63,mature upper,2.037391e-06,1.7554665e-06
8,64,mature upper,2.030709e-06,1.7827095e-06
8,65,mature upper,2.121221e-06,1.7428935e-06
8,66,mature upper,2.143645e-06,1.79014075e-06
8,67,mature upper,2.136126e-06,1.76792025e-06
8,68,mature upper,2.02432e-06,1.776451e-06
8,69,mature upper,2.021677e-06,1.7431057499999998e-06
8,70,mature upper,2.091779e-06,1.7619597500000001e-06
8,71,mature upper,2.083681e-06,1.78626e-06
8,72,mature upper,2.058085e-06,1.73945475e-06
8,73,mature upper,2.035303e-06,1.75066025e-06
8,74,mature upper,2.079259e-06,1.7582372500000002e-06
8,75,mature upper,2.047636e-06,1.7560775e-06
8,76,mature upper,2.062528e-06,1.7702317500000002e-06
8,77,mature upper,2.098755e-06,1.7174855e-06
8,78,mature upper,2.024574e-06,1.7129032499999999e-06
8,79,mature upper,2.076346e-06,1.73851375e-06
8,80,mature upper,2.020329e-06,1.7741685e-06
8,81,mature upper,2.070753e-06,1.7768212499999999e-06
8,82,mature upper,2.081846e-06,1.72107625e-06
8,83,mature upper,2.035792e-06,1.7037615e-06
8,84,mature upper,2.043744e-06,1.73889775e-06
8,85,mature upper,2.108247e-06,1.8019184999999998e-06
8,86,mature upper,2.085593e-06,1.78770075e-06
8,87,mature upper,2.066335e-06,1.73770875e-06
8,88,mature upper,2.035792e-06,1.711215e-06
7,43,first lower,0.000476,0.00045850000000000003
7,42,second lower,2.230916e-06,2.08339675e-06
7,41,mature lower,1.819224e-06,1.72886325e-06
7,40,mature lower,1.942346e-06,1.748567e-06
7,39,mature lower,1.946297e-06,1.70371525e-06
7,38,mature lower,1.946081e-06,1.63070275e-06
7,37,mature lower,2.07788e-06,1.7627109999999997e-06
7,36,mature lower,2.078767e-06,1.784037e-06
7,35,mature lower,2.069566e-06,1.72756075e-06
7,34,mature lower,1.895589e-06,1.6546352500000002e-06
7,33,mature lower,1.892506e-06,1.60715725e-06
7,32,mature lower,1.906795e-06,1.61404525e-06
7,31,mature lower,2.070289e-06,1.7196155e-06
7,30,mature lower,2.047314e-06,1.653954e-06
7,29,mature lower,2.080088e-06,1.6600904999999998e-06
7,28,mature lower,2.009697e-06,1.7341312500000001e-06
7,27,mature lower,1.926523e-06,1.6556417500000001e-06
7,26,mature lower,2.013361e-06,1.7142959999999997e-06
7,25,mature lower,1.950354e-06,1.6818534999999998e-06
7,24,mature lower,1.998432e-06,1.660874e-06
7,23,mature lower,1.977571e-06,1.6243845e-06
7,22,mature lower,1.943101e-06,1.6316989999999997e-06
7,21,mature lower,2.016753e-06,1.5993027500000001e-06
7,20,mature lower,2.062251e-06,1.6474617499999998e-06
7,19,mature lower,2.159966e-06,1.705716e-06
7,18,mature lower,1.993144e-06,1.69513975e-06
7,17,mature lower,1.948488e-06,1.6529245000000002e-06
7,16,mature lower,1.990729e-06,1.66899875e-06
7,15,mature lower,1.997344e-06,1.7281347499999999e-06
7,14,mature lower,1.991434e-06,1.7233152500000001e-06
7,13,mature lower,2.082695e-06,1.767894e-06
7,12,mature lower,2.094015e-06,1.7388584999999998e-06
7,11,mature lower,1.994547e-06,1.6616264999999999e-06
7,10,mature lower,1.957016e-06,1.6586374999999998e-06
7,9,mature lower,2.000886e-06,1.7187907499999999e-06
7,8,mature lower,1.941134e-06,1.70846075e-06
7,7,mature lower,2.04688e-06,1.7547782500000002e-06
7,6,mature lower,2.030536e-06,1.74593425e-06
7,5,mature lower,2.04673e-06,1.68628425e-06
7,4,mature lower,2.099802e-06,1.6931259999999998e-06
7,3,mature lower,1.992614e-06,1.6855467500000002e-06
7,2,mature lower,1.98974e-06,1.6877314999999999e-06
7,1,mature lower,1.999724e-06,1.6938012499999999e-06
7,0,mature lower,1.953186e-06,1.6898132499999999e-06
7,45,first upper,0.000476,0.00045850000000000003
7,46,second upper,2.230917e-06,2.0833967499999997e-06
7,47,mature upper,1.819226e-06,1.7288625e-06
7,48,mature upper,1.942344e-06,1.7485665000000001e-06
7,49,mature upper,1.946297e-06,1.7037142500000001e-06
7,50,mature upper,1.946086e-06,1.63070475e-06
7,51,mature upper,2.077881e-06,1.7627125000000001e-06
7,52,mature upper,2.078761e-06,1.7840362500000002e-06
7,53,mature upper,2.069572e-06,1.72756625e-06
7,54,mature upper,1.895594e-06,1.65463375e-06
7,55,mature upper,1.892496e-06,1.607136e-06
7,56,mature upper,1.906809e-06,1.6140464999999998e-06
7,57,mature upper,2.070259e-06,1.7196204999999998e-06
7,58,mature upper,2.047297e-06,1.6539567499999998e-06
7,59,mature upper,2.080097e-06,1.660137e-06
7,60,mature upper,2.00974e-06,1.7341382499999999e-06
7,61,mature upper,1.926942e-06,1.6555835000000002e-06
7,62,mature upper,2.01341e-06,1.71429375e-06
7,63,mature upper,1.950893e-06,1.6821504999999998e-06
7,64,mature upper,1.998714e-06,1.6610785e-06
7,65,mature upper,1.977537e-06,1.6246082500000002e-06
7,66,mature upper,1.942809e-06,1.63161575e-06
7,67,mature upper,2.015697e-06,1.5991005e-06
7,68,mature upper,2.062904e-06,1.6472585e-06
7,69,mature upper,2.160033e-06,1.704882e-06
7,70,mature upper,1.988561e-06,1.6955449999999999e-06
7,71,mature upper,1.942256e-06,1.6538067499999999e-06
7,72,mature upper,1.987169e-06,1.6682504999999998e-06
7,73,mature upper,2.0008e-06,1.7294309999999997e-06
7,74,mature upper,1.99502e-06,1.7202755e-06
7,75,mature upper,1.980399e-06,1.7179035e-06
7,76,mature upper,2.003018e-06,1.732612e-06
7,77,mature upper,1.992338e-06,1.69273275e-06
7,78,mature upper,2.05455e-06,1.66276575e-06
7,79,mature upper,1.98041e-06,1.70482825e-06
7,80,mature upper,2.016013e-06,1.7237062499999997e-06
7,81,mature upper,2.02104e-06,1.7119219999999998e-06
7,82,mature upper,2.008998e-06,1.68943875e-06
7,83,mature upper,1.964153e-06,1.6789725000000001e-06
7,84,mature upper,1.941116e-06,1.6582950000000001e-06
7,85,mature upper,2.049018e-06,1.72187025e-06
7,86,mature upper,1.989302e-06,1.70598575e-06
7,87,mature upper,1.992797e-06,1.6535885e-06
7,88,mature upper,1.979875e-06,1.6805467499999998e-06
6,43,first lower,0.00047,0.00045349999999999996
6,42,second lower,2.323214e-06,2.1858155e-06
6,41,mature lower,1.807797e-06,1.66886575e-06
6,40,mature lower,2.070855e-06,1.7801105e-06
6,39,mature lower,2.001103e-06,1.76532e-06
6,38,mature lower,2.02303e-06,1.7641895e-06
6,37,mature lower,1.918695e-06,1.6974415000000002e-06
6,36,mature lower,1.985642e-06,1.7318254999999998e-06
6,35,mature lower,1.932635e-06,1.6798947499999998e-06
6,34,mature lower,1.950052e-06,1.6862180000000001e-06
6,33,mature lower,1.922452e-06,1.709797e-06
6,32,mature lower,1.923397e-06,1.650912e-06
6,31,mature lower,2.027429e-06,1.6529327499999999e-06
6,30,mature lower,1.943363e-06,1.6701899999999998e-06
6,29,mature lower,1.98756e-06,1.694158e-06
6,28,mature lower,1.951058e-06,1.70598825e-06
6,27,mature lower,2.023093e-06,1.677683e-06
6,26,mature lower,1.924626e-06,1.6648705e-06
6,25,mature lower,1.92012e-06,1.59494625e-06
6,24,mature lower,1.918712e-06,1.6170474999999999e-06
6,23,mature lower,1.952037e-06,1.6247337500000001e-06
6,22,mature lower,1.899198e-06,1.63250675e-06
6,21,mature lower,1.999832e-06,1.66527175e-06
6,20,mature lower,2.096708e-06,1.69424975e-06
6,19,mature lower,1.95814e-06,1.65425925e-06
6,18,mature lower,1.936192e-06,1.65110925e-06
6,17,mature lower,1.966444e-06,1.6476167499999999e-06
6,16,mature lower,1.934378e-06,1.70689125e-06
6,15,mature lower,2.060981e-06,1.73277e-06
6,14,mature lower,2.026393e-06,1.67745325e-06
6,13,mature lower,1.962502e-06,1.68620575e-06
6,12,mature lower,1.898157e-06,1.628961e-06
6,11,mature lower,1.988513e-06,1.64875375e-06
6,10,mature lower,1.921987e-06,1.5984812499999998e-06
6,9,mature lower,1.9639e-06,1.61569925e-06
6,8,mature lower,2.003512e-06,1.66879875e-06
6,7,mature lower,1.91549e-06,1.6503285e-06
6,6,mature lower,1.939918e-06,1.636725e-06
6,5,mature lower,1.900128e-06,1.6469065e-06
6,4,mature lower,2.0387e-06,1.72091325e-06
6,3,mature lower,1.993731e-06,1.7041174999999999e-06
6,2,mature lower,1.955372e-06,1.72490925e-06
6,1,mature lower,1.911212e-06,1.6872565e-06
6,0,mature lower,1.950513e-06,1.7009424999999999e-06
6,45,first upper,0.00047,0.00045349999999999996
6,46,second upper,2.32322e-06,2.1858149999999997e-06
6,47,mature upper,1.807802e-06,1.6688664999999998e-06
6,48,mature upper,2.070851e-06,1.7801065e-06
6,49,mature upper,2.001098e-06,1.76531375e-06
6,50,mature upper,2.023035e-06,1.7641795e-06
6,51,mature upper,1.918516e-06,1.69739125e-06
6,52,mature upper,1.985613e-06,1.7318325e-06
6,53,mature upper,1.932618e-06,1.679923e-06
6,54,mature upper,1.950278e-06,1.6862824999999999e-06
6,55,mature upper,1.922301e-06,1.7097432499999999e-06
6,56,mature upper,1.923357e-06,1.65092525e-06
6,57,mature upper,2.027309e-06,1.6528172499999998e-06
6,58,mature upper,1.94397e-06,1.6701765e-06
6,59,mature upper,1.987301e-06,1.6941957499999998e-06
6,60,mature upper,1.951485e-06,1.7060522500000003e-06
6,61,mature upper,2.022863e-06,1.6776535e-06
6,62,mature upper,1.924298e-06,1.6646864999999999e-06
6,63,mature upper,1.921125e-06,1.5949225e-06
6,64,mature upper,1.919739e-06,1.6172095e-06
6,65,mature upper,1.95209e-06,1.62496525e-06
6,66,mature upper,1.898966e-06,1.6324810000000002e-06
6,67,mature upper,2.001087e-06,1.665523e-06
6,68,mature upper,1.925928e-06,1.65145775e-06
6,69,mature upper,1.871127e-06,1.6319575e-06
6,70,mature upper,1.939652e-06,1.6572095000000001e-06
6,71,mature upper,1.901309e-06,1.6117097499999998e-06
6,72,mature upper,1.964982e-06,1.70987425e-06
