R,P,region,max_rbm_residual,mean_rbm_residual
6,73,mature upper,1.925702e-06,1.6991310000000002e-06
6,74,mature upper,2.022111e-06,1.6588549999999997e-06
6,75,mature upper,1.940982e-06,1.6580055e-06
6,76,mature upper,1.996737e-06,1.6566290000000001e-06
6,77,mature upper,2.041143e-06,1.6560285e-06
6,78,mature upper,2.017775e-06,1.676659e-06
6,79,mature upper,1.941202e-06,1.608923e-06
6,80,mature upper,2.020419e-06,1.6503795e-06
6,81,mature upper,1.924013e-06,1.6532035e-06
6,82,mature upper,1.915757e-06,1.63394275e-06
6,83,mature upper,2.090652e-06,1.7116725e-06
6,84,mature upper,1.994992e-06,1.6207022500000001e-06
6,85,mature upper,1.920981e-06,1.6856810000000001e-06
6,86,mature upper,1.976774e-06,1.6983517499999998e-06
6,87,mature upper,1.961526e-06,1.667033e-06
6,88,mature upper,1.971021e-06,1.7117175e-06
5,43,first lower,0.000463,0.000447
5,42,second lower,2.277554e-06,2.1311765e-06
5,41,mature lower,1.793761e-06,1.67043175e-06
5,40,mature lower,2.032368e-06,1.757193e-06
5,39,mature lower,2.010767e-06,1.7067955e-06
5,38,mature lower,1.92315e-06,1.6086732500000001e-06
5,37,mature lower,1.809019e-06,1.6241282500000002e-06
5,36,mature lower,1.854904e-06,1.56934675e-06
5,35,mature lower,2.04998e-06,1.65925175e-06
5,34,mature lower,2.000437e-06,1.6872492499999998e-06
5,33,mature lower,1.963489e-06,1.6727192499999998e-06
5,32,mature lower,1.880261e-06,1.567034e-06
5,31,mature lower,1.953843e-06,1.5982207499999999e-06
5,30,mature lower,1.971476e-06,1.6292552499999999e-06
5,29,mature lower,1.917458e-06,1.6619909999999999e-06
5,28,mature lower,1.854659e-06,1.57941975e-06
5,27,mature lower,1.867041e-06,1.5853165e-06
5,26,mature lower,1.874463e-06,1.6577125e-06
5,25,mature lower,1.840872e-06,1.6325132500000002e-06
5,24,mature lower,1.970396e-06,1.62045375e-06
5,23,mature lower,2.070098e-06,1.6272969999999998e-06
5,22,mature lower,1.922057e-06,1.584119e-06
5,21,mature lower,1.996195e-06,1.643888e-06
5,20,mature lower,2.101854e-06,1.6641100000000001e-06
5,19,mature lower,1.960667e-06,1.682856e-06
5,18,mature lower,1.856134e-06,1.6507305e-06
5,17,mature lower,1.873508e-06,1.5994055e-06
5,16,mature lower,1.899589e-06,1.62504225e-06
5,15,mature lower,1.983001e-06,1.6006032500000001e-06
5,14,mature lower,1.954693e-06,1.61631175e-06
5,13,mature lower,1.940751e-06,1.668018e-06
5,12,mature lower,2.003388e-06,1.65982475e-06
5,11,mature lower,1.906095e-06,1.573611e-06
5,10,mature lower,1.997373e-06,1.65562575e-06
5,9,mature lower,1.848657e-06,1.6108880000000002e-06
5,8,mature lower,1.902082e-06,1.669845e-06
5,7,mature lower,1.90073e-06,1.63531575e-06
5,6,mature lower,1.953319e-06,1.620578e-06
5,5,mature lower,1.947922e-06,1.65627925e-06
5,4,mature lower,1.917355e-06,1.60272425e-06
5,3,mature lower,1.882396e-06,1.66093475e-06
5,2,mature lower,1.945521e-06,1.63756925e-06
5,1,mature lower,1.971843e-06,1.6451772499999998e-06
5,0,mature lower,1.964209e-06,1.653073e-06
5,45,first upper,0.000463,0.000447
5,46,second upper,2.277523e-06,2.13117625e-06
5,47,mature upper,1.793773e-06,1.67044725e-06
5,48,mature upper,2.032376e-06,1.7571952499999998e-06
5,49,mature upper,2.010776e-06,1.7067742500000003e-06
5,50,mature upper,1.923194e-06,1.60869825e-06
5,51,mature upper,1.809052e-06,1.624135e-06
5,52,mature upper,1.854908e-06,1.569303e-06
5,53,mature upper,2.050014e-06,1.6592077499999999e-06
5,54,mature upper,2.000491e-06,1.6873167500000001e-06
5,55,mature upper,1.963302e-06,1.6728010000000001e-06
5,56,mature upper,1.88048e-06,1.5671867499999998e-06
5,57,mature upper,1.953048e-06,1.59787175e-06
5,58,mature upper,1.971832e-06,1.6283165e-06
5,59,mature upper,1.918051e-06,1.6614272500000003e-06
5,60,mature upper,1.850243e-06,1.57797975e-06
5,61,mature upper,1.868005e-06,1.5871102500000001e-06
5,62,mature upper,1.863968e-06,1.65448525e-06
5,63,mature upper,1.836082e-06,1.6314900000000001e-06
5,64,mature upper,1.96227e-06,1.6198777500000001e-06
5,65,mature upper,1.978213e-06,1.60769475e-06
5,66,mature upper,1.932419e-06,1.5867162499999999e-06
5,67,mature upper,2.001787e-06,1.6418694999999998e-06
5,68,mature upper,2.110068e-06,1.69218975e-06
5,69,mature upper,1.968725e-06,1.6504010000000001e-06
5,70,mature upper,1.921303e-06,1.641949e-06
5,71,mature upper,1.889578e-06,1.6285075e-06
5,72,mature upper,1.896497e-06,1.6807522499999999e-06
5,73,mature upper,1.886825e-06,1.63398175e-06
5,74,mature upper,1.910512e-06,1.59653625e-06
5,75,mature upper,2.000153e-06,1.65237275e-06
5,76,mature upper,1.955046e-06,1.6415535e-06
5,77,mature upper,1.967385e-06,1.63673375e-06
5,78,mature upper,2.038096e-06,1.6597987499999999e-06
5,79,mature upper,1.950377e-06,1.6264695e-06
5,80,mature upper,1.841794e-06,1.584634e-06
5,81,mature upper,1.8808e-06,1.59518425e-06
5,82,mature upper,1.988421e-06,1.5964775e-06
5,83,mature upper,1.939102e-06,1.63065875e-06
5,84,mature upper,1.997467e-06,1.635444e-06
5,85,mature upper,1.894106e-06,1.63374225e-06
5,86,mature upper,1.923297e-06,1.6615004999999998e-06
5,87,mature upper,1.90271e-06,1.608334e-06
5,88,mature upper,1.869519e-06,1.60378375e-06
4,43,first lower,0.000456,0.0004405
4,42,second lower,2.294389e-06,2.21701575e-06
4,41,mature lower,1.820098e-06,1.6184705e-06
4,40,mature lower,1.901334e-06,1.643008e-06
4,39,mature lower,1.940991e-06,1.667699e-06
4,38,mature lower,1.859862e-06,1.6039960000000001e-06
4,37,mature lower,1.852547e-06,1.5714474999999998e-06
4,36,mature lower,1.875808e-06,1.5597660000000002e-06
4,35,mature lower,1.933065e-06,1.6103222499999999e-06
4,34,mature lower,1.903262e-06,1.67375475e-06
4,33,mature lower,1.904238e-06,1.64156175e-06
4,32,mature lower,1.833715e-06,1.6230820000000001e-06
4,31,mature lower,1.809842e-06,1.52769525e-06
4,30,mature lower,1.826704e-06,1.55910225e-06
4,29,mature lower,1.833082e-06,1.5894985e-06
4,28,mature lower,1.926837e-06,1.6726797500000001e-06
4,27,mature lower,1.894408e-06,1.6384855e-06
4,26,mature lower,1.869811e-06,1.59423125e-06
4,25,mature lower,1.886509e-06,1.61672625e-06
4,24,mature lower,1.85196e-06,1.61404375e-06
4,23,mature lower,1.916592e-06,1.63472975e-06
4,22,mature lower,1.865073e-06,1.6181592500000002e-06
4,21,mature lower,1.81626e-06,1.573422e-06
4,20,mature lower,1.867543e-06,1.6282220000000001e-06
4,19,mature lower,1.874253e-06,1.55709075e-06
4,18,mature lower,1.996935e-06,1.59371475e-06
4,17,mature lower,1.950317e-06,1.5553109999999998e-06
4,16,mature lower,1.84436e-06,1.55142175e-06
4,15,mature lower,1.897457e-06,1.55001675e-06
4,14,mature lower,1.832422e-06,1.5650235e-06
4,13,mature lower,1.88294e-06,1.6185405e-06
4,12,mature lower,1.959546e-06,1.6633855e-06
4,11,mature lower,1.860153e-06,1.6048737500000002e-06
4,10,mature lower,1.882895e-06,1.60115475e-06
4,9,mature lower,1.943906e-06,1.6342509999999999e-06
4,8,mature lower,1.845552e-06,1.6361947500000001e-06
4,7,mature lower,1.926416e-06,1.64878775e-06
4,6,mature lower,1.832244e-06,1.5461415e-06
4,5,mature lower,1.926632e-06,1.6165165e-06
4,4,mature lower,1.873314e-06,1.5632395e-06
4,3,mature lower,1.84946e-06,1.6125257499999998e-06
4,2,mature lower,1.956304e-06,1.6258865000000001e-06
4,1,mature lower,1.856582e-06,1.6551260000000001e-06
4,0,mature lower,1.850278e-06,1.6322405e-06
4,45,first upper,0.000456,0.0004405
4,46,second upper,2.294405e-06,2.2170205e-06
4,47,mature upper,1.820095e-06,1.618469e-06
4,48,mature upper,1.901331e-06,1.643006e-06
4,49,mature upper,1.940996e-06,1.6676999999999997e-06
4,50,mature upper,1.859878e-06,1.6039964999999998e-06
4,51,mature upper,1.852545e-06,1.5714460000000001e-06
4,52,mature upper,1.875796e-06,1.5597584999999999e-06
4,53,mature upper,1.933021e-06,1.6103159999999999e-06
4,54,mature upper,1.903263e-06,1.67375825e-06
4,55,mature upper,1.904257e-06,1.64160375e-06
4,56,mature upper,1.833692e-06,1.623085e-06
4,57,mature upper,1.80999e-06,1.52771625e-06
4,58,mature upper,1.826707e-06,1.55913675e-06
4,59,mature upper,1.833095e-06,1.58955675e-06
4,60,mature upper,1.926997e-06,1.6726915e-06
4,61,mature upper,1.894506e-06,1.6385149999999998e-06
4,62,mature upper,1.869971e-06,1.5940365e-06
4,63,mature upper,1.886401e-06,1.616756e-06
4,64,mature upper,1.851902e-06,1.6141197500000002e-06
4,65,mature upper,1.917471e-06,1.6350755e-06
4,66,mature upper,1.865722e-06,1.6183255e-06
4,67,mature upper,1.816778e-06,1.5734405e-06
4,68,mature upper,1.868416e-06,1.6286875e-06
4,69,mature upper,1.873856e-06,1.5567055e-06
4,70,mature upper,1.994317e-06,1.59320725e-06
4,71,mature upper,1.947458e-06,1.5554544999999999e-06
4,72,mature upper,1.844439e-06,1.5520794999999999e-06
4,73,mature upper,1.896117e-06,1.5498365e-06
4,74,mature upper,1.832848e-06,1.565202e-06
4,75,mature upper,1.882953e-06,1.617412e-06
4,76,mature upper,1.964418e-06,1.66138325e-06
4,77,mature upper,1.862157e-06,1.6019345e-06
4,78,mature upper,1.886486e-06,1.6024400000000002e-06
4,79,mature upper,1.946616e-06,1.6321645000000002e-06
4,80,mature upper,1.855249e-06,1.6383355e-06
4,81,mature upper,1.937149e-06,1.6522475e-06
4,82,mature upper,1.840491e-06,1.5554245e-06
4,83,mature upper,1.945825e-06,1.622807e-06
4,84,mature upper,1.856084e-06,1.5520630000000002e-06
4,85,mature upper,1.905923e-06,1.640623e-06
4,86,mature upper,1.832617e-06,1.58056025e-06
4,87,mature upper,1.898731e-06,1.63325025e-06
4,88,mature upper,1.867091e-06,1.56878e-06
3,43,first lower,0.000448,0.0004335
3,42,second lower,2.251915e-06,2.15162325e-06
3,41,mature lower,1.824603e-06,1.70595225e-06
3,40,mature lower,1.892076e-06,1.6722775e-06
3,39,mature lower,1.907468e-06,1.59807425e-06
3,38,mature lower,1.756026e-06,1.592264e-06
3,37,mature lower,1.90011e-06,1.6677244999999999e-06
3,36,mature lower,1.81294e-06,1.63335975e-06
3,35,mature lower,1.913446e-06,1.6282375e-06
3,34,mature lower,1.90607e-06,1.5486135e-06
3,33,mature lower,1.92684e-06,1.50334125e-06
3,32,mature lower,1.803471e-06,1.5375012500000002e-06
3,31,mature lower,1.897502e-06,1.5810277499999998e-06
3,30,mature lower,1.871496e-06,1.4997717499999998e-06
3,29,mature lower,1.79276e-06,1.53701375e-06
3,28,mature lower,1.817735e-06,1.5463255e-06
3,27,mature lower,1.88846e-06,1.574891e-06
3,26,mature lower,1.803782e-06,1.5584160000000002e-06
3,25,mature lower,1.828201e-06,1.59993475e-06
3,24,mature lower,1.894535e-06,1.551303e-06
3,23,mature lower,1.832929e-06,1.54502925e-06
3,22,mature lower,1.867186e-06,1.59509525e-06
3,21,mature lower,1.837076e-06,1.5892235e-06
3,20,mature lower,1.764719e-06,1.5773352499999999e-06
3,19,mature lower,1.854468e-06,1.559296e-06
3,18,mature lower,1.854439e-06,1.56762025e-06
3,17,mature lower,1.983693e-06,1.61274325e-06
3,16,mature lower,1.89143e-06,1.6158805e-06
3,15,mature lower,1.837767e-06,1.600018e-06
3,14,mature lower,1.819261e-06,1.5907825e-06
3,13,mature lower,1.857945e-06,1.5934542500000001e-06
3,12,mature lower,1.872231e-06,1.52760975e-06
3,11,mature lower,1.839341e-06,1.52572875e-06
3,10,mature lower,1.847638e-06,1.5879014999999998e-06
3,9,mature lower,1.861724e-06,1.538786e-06
3,8,mature lower,1.863629e-06,1.5823952499999998e-06
3,7,mature lower,1.864266e-06,1.55968875e-06
3,6,mature lower,1.840431e-06,1.612722e-06
3,5,mature lower,1.855732e-06,1.58498775e-06
3,4,mature lower,1.887886e-06,1.5325742500000001e-06
3,3,mature lower,1.848523e-06,1.5389002499999998e-06
3,2,mature lower,1.897186e-06,1.5468065000000002e-06
3,1,mature lower,1.907016e-06,1.5711475e-06
3,0,mature lower,1.907189e-06,1.5972749999999999e-06
3,45,first upper,0.000448,0.0004335
3,46,second upper,2.25188e-06,2.1516029999999997e-06
3,47,mature upper,1.824607e-06,1.7059364999999999e-06
3,48,mature upper,1.892067e-06,1.67227475e-06
3,49,mature upper,1.907518e-06,1.59809075e-06
3,50,mature upper,1.756028e-06,1.592289e-06
3,51,mature upper,1.900073e-06,1.6677235e-06
3,52,mature upper,1.812961e-06,1.63336175e-06
3,53,mature upper,1.91369e-06,1.62821125e-06
3,54,mature upper,1.90569e-06,1.5485129999999998e-06
3,55,mature upper,1.926707e-06,1.5033967500000002e-06
3,56,mature upper,1.803369e-06,1.5374414999999999e-06
3,57,mature upper,1.896516e-06,1.5807325e-06
3,58,mature upper,1.871323e-06,1.4994154999999999e-06
3,59,mature upper,1.792806e-06,1.53745075e-06
3,60,mature upper,1.81806e-06,1.54561675e-06
3,61,mature upper,1.887833e-06,1.57476325e-06
3,62,mature upper,1.804142e-06,1.55844825e-06
3,63,mature upper,1.830303e-06,1.6002845e-06
3,64,mature upper,1.889415e-06,1.54788975e-06
3,65,mature upper,1.82804e-06,1.543743e-06
3,66,mature upper,1.866249e-06,1.5967715e-06
3,67,mature upper,1.832377e-06,1.5837757499999999e-06
3,68,mature upper,1.763242e-06,1.57692e-06
3,69,mature upper,1.857638e-06,1.5600212499999999e-06
3,70,mature upper,1.852537e-06,1.56812975e-06
3,71,mature upper,1.984776e-06,1.610751e-06
3,72,mature upper,1.900464e-06,1.6181744999999998e-06
3,73,mature upper,1.803968e-06,1.5895227500000001e-06
3,74,mature upper,1.798001e-06,1.5832615e-06
3,75,mature upper,1.756875e-06,1.53733275e-06
3,76,mature upper,1.813959e-06,1.5051980000000002e-06
3,77,mature upper,1.943567e-06,1.55160725e-06
3,78,mature upper,1.830517e-06,1.58597725e-06
3,79,mature upper,1.837812e-06,1.50739725e-06
3,80,mature upper,1.916977e-06,1.61594075e-06
3,81,mature upper,1.821529e-06,1.5450685e-06
3,82,mature upper,1.825665e-06,1.55861975e-06
3,83,mature upper,1.873349e-06,1.58139325e-06
3,84,mature upper,1.87236e-06,1.61871125e-06
3,85,mature upper,1.772563e-06,1.4983025e-06
3,86,mature upper,1.763849e-06,1.515964e-06
3,87,mature upper,1.873461e-06,1.59351125e-06
3,88,mature upper,1.819744e-06,1.5215234999999999e-06
2,43,first lower,0.00044,0.00042550000000000004
2,42,second lower,2.290289e-06,2.18852725e-06
2,41,mature lower,1.741386e-06,1.625348e-06
2,40,mature lower,1.863696e-06,1.6119939999999998e-06
2,39,mature lower,1.843979e-06,1.59449325e-06
2,38,mature lower,1.775884e-06,1.5636715e-06
2,37,mature lower,1.720607e-06,1.48215075e-06
2,36,mature lower,1.873317e-06,1.6338175e-06
2,35,mature lower,1.850636e-06,1.607628e-06
2,34,mature lower,1.921348e-06,1.5819497499999999e-06
2,33,mature lower,1.743665e-06,1.49550325e-06
2,32,mature lower,1.714005e-06,1.4781135000000001e-06
2,31,mature lower,1.808736e-06,1.52132975e-06
2,30,mature lower,1.900518e-06,1.582052e-06
2,29,mature lower,1.742856e-06,1.5046032499999999e-06
2,28,mature lower,1.720233e-06,1.4875292499999997e-06
2,27,mature lower,1.726689e-06,1.48484475e-06
2,26,mature lower,1.691787e-06,1.508911e-06
2,25,mature lower,1.808648e-06,1.5339964999999998e-06
2,24,mature lower,1.870731e-06,1.5545724999999999e-06
2,23,mature lower,1.7332e-06,1.4745347499999999e-06
2,22,mature lower,1.726525e-06,1.4589215e-06
2,21,mature lower,1.87638e-06,1.6094265e-06
2,20,mature lower,1.830621e-06,1.5139835e-06
2,19,mature lower,1.751469e-06,1.4921855000000002e-06
2,18,mature lower,1.72491e-06,1.4686845000000001e-06
2,17,mature lower,1.808131e-06,1.4919202499999998e-06
2,16,mature lower,1.755829e-06,1.4665067500000002e-06
2,15,mature lower,1.763403e-06,1.5488582499999999e-06
2,14,mature lower,1.898989e-06,1.609543e-06
2,13,mature lower,1.869425e-06,1.5684e-06
2,12,mature lower,1.8255e-06,1.523927e-06
2,11,mature lower,1.808403e-06,1.49165875e-06
2,10,mature lower,1.733988e-06,1.48286475e-06
2,9,mature lower,1.813553e-06,1.4799064999999999e-06
2,8,mature lower,1.820317e-06,1.546433e-06
2,7,mature lower,1.850647e-06,1.5253190000000001e-06
2,6,mature lower,1.83128e-06,1.53532575e-06
2,5,mature lower,1.806183e-06,1.52544425e-06
2,4,mature lower,1.691945e-06,1.5000352500000002e-06
2,3,mature lower,1.738425e-06,1.5112632500000001e-06
2,2,mature lower,1.811033e-06,1.548803e-06
2,1,mature lower,1.869065e-06,1.5327287499999998e-06
2,0,mature lower,1.730324e-06,1.5502655e-06
2,45,first upper,0.00044,0.00042550000000000004
2,46,second upper,2.29028e-06,2.1884927499999996e-06
2,47,mature upper,1.741379e-06,1.6253395e-06
2,48,mature upper,1.863708e-06,1.6119935e-06
2,49,mature upper,1.844021e-06,1.5944899999999999e-06
2,50,mature upper,1.775893e-06,1.56366775e-06
2,51,mature upper,1.720568e-06,1.48213325e-06
2,52,mature upper,1.873273e-06,1.633797e-06
2,53,mature upper,1.850654e-06,1.60764925e-06
2,54,mature upper,1.921476e-06,1.581956e-06
2,55,mature upper,1.743651e-06,1.49550175e-06
2,56,mature upper,1.714138e-06,1.4781665e-06
2,57,mature upper,1.808754e-06,1.52141125e-06
2,58,mature upper,1.900439e-06,1.582021e-06
2,59,mature upper,1.742886e-06,1.50460825e-06
2,60,mature upper,1.720536e-06,1.4876182499999999e-06
2,61,mature upper,1.726937e-06,1.4848985e-06
2,62,mature upper,1.691866e-06,1.4210155e-06
2,63,mature upper,1.809045e-06,1.510769e-06
2,64,mature upper,1.871831e-06,1.52843025e-06
2,65,mature upper,1.730738e-06,1.4821047499999998e-06
2,66,mature upper,1.719718e-06,1.4833487499999999e-06
2,67,mature upper,1.87661e-06,1.6276305e-06
2,68,mature upper,1.829143e-06,1.5706682499999999e-06
2,69,mature upper,1.736475e-06,1.519524e-06
2,70,mature upper,1.70453e-06,1.44063575e-06
2,71,mature upper,1.825777e-06,1.5556422500000001e-06
2,72,mature upper,1.765108e-06,1.44546325e-06
2,73,mature upper,1.78049e-06,1.51606425e-06
2,74,mature upper,1.830099e-06,1.5044195e-06
2,75,mature upper,1.788677e-06,1.47421975e-06
2,76,mature upper,1.821531e-06,1.52749425e-06
2,77,mature upper,1.803908e-06,1.5666905e-06
2,78,mature upper,1.745624e-06,1.5083987500000002e-06
2,79,mature upper,1.787264e-06,1.4887459999999998e-06
2,80,mature upper,1.767753e-06,1.52659e-06
2,81,mature upper,1.743495e-06,1.50080125e-06
2,82,mature upper,1.859673e-06,1.5289832500000001e-06
2,83,mature upper,1.835438e-06,1.5534825e-06
2,84,mature upper,1.852856e-06,1.55667675e-06
2,85,mature upper,1.833489e-06,1.51825975e-06
2,86,mature upper,1.761019e-06,1.49850375e-06
2,87,mature upper,1.793572e-06,1.48274525e-06
2,88,mature upper,1.783341e-06,1.5623159999999999e-06
1,43,first lower,0.000431,0.000417
1,42,second lower,2.248341e-06,2.12278875e-06
1,41,mature lower,1.754355e-06,1.64411675e-06
1,40,mature lower,1.846116e-06,1.5871955e-06
1,39,mature lower,1.802083e-06,1.4703202500000001e-06
1,38,mature lower,1.779157e-06,1.4820924999999999e-06
1,37,mature lower,1.680397e-06,1.52034225e-06
1,36,mature lower,1.76343e-06,1.53235675e-06
1,35,mature lower,1.731721e-06,1.52360375e-06
1,34,mature lower,1.796546e-06,1.50765825e-06
1,33,mature lower,1.751842e-06,1.485025e-06
1,32,mature lower,1.743977e-06,1.52403075e-06
1,31,mature lower,1.756977e-06,1.5343015e-06
1,30,mature lower,1.888559e-06,1.5427320000000001e-06
1,29,mature lower,1.85757e-06,1.54926125e-06
1,28,mature lower,1.734887e-06,1.4519952500000002e-06
1,27,mature lower,1.757516e-06,1.4606115e-06
1,26,mature lower,1.733245e-06,1.49465375e-06
1,25,mature lower,1.656875e-06,1.49132625e-06
1,24,mature lower,1.754564e-06,1.513813e-06
1,23,mature lower,1.76941e-06,1.48508475e-06
1,22,mature lower,1.698716e-06,1.47924775e-06
1,21,mature lower,1.82709e-06,1.53044725e-06
1,20,mature lower,1.814961e-06,1.50373925e-06
1,19,mature lower,1.724062e-06,1.45699475e-06
1,18,mature lower,1.792623e-06,1.5484229999999999e-06
1,17,mature lower,1.846827e-06,1.50644075e-06
1,16,mature lower,1.83177e-06,1.5588502500000002e-06
1,15,mature lower,1.751786e-06,1.4503637500000001e-06
1,14,mature lower,1.670162e-06,1.42056925e-06
1,13,mature lower,1.757919e-06,1.53930075e-06
1,12,mature lower,1.765173e-06,1.4917685e-06
1,11,mature lower,1.778743e-06,1.447846e-06
1,10,mature lower,1.816337e-06,1.4909580000000001e-06
1,9,mature lower,1.860358e-06,1.5773825e-06
1,8,mature lower,1.785195e-06,1.50926175e-06
1,7,mature lower,1.717591e-06,1.4341785000000001e-06
1,6,mature lower,1.747851e-06,1.427616e-06
1,5,mature lower,1.83171e-06,1.5151835000000002e-06
1,4,mature lower,1.874177e-06,1.5341190000000002e-06
1,3,mature lower,1.886245e-06,1.57832125e-06
1,2,mature lower,1.781965e-06,1.475667e-06
1,1,mature lower,1.715243e-06,1.47922125e-06
1,0,mature lower,1.737141e-06,1.4649865000000001e-06
1,45,first upper,0.000431,0.000417
1,46,second upper,2.24834e-06,2.1227872500000004e-06
1,47,mature upper,1.754357e-06,1.6441220000000002e-06
1,48,mature upper,1.846123e-06,1.5871949999999999e-06
1,49,mature upper,1.802066e-06,1.4703109999999998e-06
1,50,mature upper,1.779149e-06,1.4820774999999999e-06
1,51,mature upper,1.680409e-06,1.52033075e-06
1,52,mature upper,1.763425e-06,1.5323542500000002e-06
1,53,mature upper,1.731736e-06,1.523592e-06
1,54,mature upper,1.796565e-06,1.5076475e-06
1,55,mature upper,1.751888e-06,1.48503975e-06
1,56,mature upper,1.744171e-06,1.5240632499999998e-06
1,57,mature upper,1.756972e-06,1.53423575e-06
1,58,mature upper,1.88819e-06,1.54257175e-06
1,59,mature upper,1.85737e-06,1.54904425e-06
1,60,mature upper,1.735072e-06,1.45190675e-06
1,61,mature upper,1.756691e-06,1.46047975e-06
1,62,mature upper,1.733301e-06,1.49453975e-06
1,63,mature upper,1.657101e-06,1.490741e-06
1,64,mature upper,1.755185e-06,1.5141980000000002e-06
1,65,mature upper,1.769647e-06,1.48538325e-06
1,66,mature upper,1.700889e-06,1.48068825e-06
1,67,mature upper,1.826122e-06,1.53138725e-06
1,68,mature upper,1.815208e-06,1.504287e-06
1,69,mature upper,1.722348e-06,1.4578927500000002e-06
1,70,mature upper,1.788939e-06,1.5469285e-06
1,71,mature upper,1.845658e-06,1.50673575e-06
1,72,mature upper,1.834193e-06,1.5599915e-06
1,73,mature upper,1.742235e-06,1.44790875e-06
1,74,mature upper,1.740361e-06,1.45922475e-06
1,75,mature upper,1.765464e-06,1.503691e-06
1,76,mature upper,1.676595e-06,1.4827435e-06
1,77,mature upper,1.776766e-06,1.463683e-06
1,78,mature upper,1.805358e-06,1.510745e-06
1,79,mature upper,1.756704e-06,1.534374e-06
1,80,mature upper,1.751833e-06,1.53054025e-06
1,81,mature upper,1.760727e-06,1.5045065e-06
1,82,mature upper,1.779852e-06,1.5394772499999999e-06
1,83,mature upper,1.81946e-06,1.5171605000000001e-06
1,84,mature upper,1.88832e-06,1.551033e-06
1,85,mature upper,1.904445e-06,1.603162e-06
1,86,mature upper,1.797864e-06,1.519806e-06
1,87,mature upper,1.705082e-06,1.45418325e-06
1,88,mature upper,1.762166e-06,1.4665894999999999e-06
0,43,first lower,0.000422,0.00040775
0,42,second lower,2.21828e-06,2.16736775e-06
0,41,mature lower,1.713183e-06,1.62761725e-06
0,40,mature lower,1.686169e-06,1.50898125e-06
0,39,mature lower,1.648399e-06,1.4635832499999999e-06
0,38,mature lower,1.516447e-06,1.38603175e-06
0,37,mature lower,1.518797e-06,1.4943615000000001e-06
0,36,mature lower,1.741443e-06,1.5307285e-06
0,35,mature lower,1.672492e-06,1.45011425e-06
0,34,mature lower,1.649996e-06,1.42231725e-06
0,33,mature lower,1.697778e-06,1.517135e-06
0,32,mature lower,1.730765e-06,1.50412225e-06
0,31,mature lower,1.851704e-06,1.48023e-06
0,30,mature lower,1.686304e-06,1.463963e-06
0,29,mature lower,1.631182e-06,1.417882e-06
0,28,mature lower,1.788668e-06,1.499298e-06
0,27,mature lower,1.608785e-06,1.3969405e-06
0,26,mature lower,1.682364e-06,1.46350225e-06
0,25,mature lower,1.651063e-06,1.37697825e-06
0,24,mature lower,1.697336e-06,1.47672225e-06
0,23,mature lower,1.746633e-06,1.54468725e-06
0,22,mature lower,1.604046e-06,1.45050975e-06
0,21,mature lower,1.65274e-06,1.4326244999999998e-06
0,20,mature lower,1.762134e-06,1.5305425e-06
0,19,mature lower,1.693567e-06,1.4912104999999998e-06
0,18,mature lower,1.761038e-06,1.4648902499999997e-06
0,17,mature lower,1.76009e-06,1.414029e-06
0,16,mature lower,1.759399e-06,1.4578260000000001e-06
0,15,mature lower,1.736591e-06,1.4465337499999999e-06
0,14,mature lower,1.669574e-06,1.41911375e-06
0,13,mature lower,1.688071e-06,1.36927175e-06
0,12,mature lower,1.664916e-06,1.4193842500000002e-06
0,11,mature lower,1.754284e-06,1.4705765e-06
0,10,mature lower,1.842029e-06,1.4603552500000001e-06
0,9,mature lower,1.763691e-06,1.51860125e-06
0,8,mature lower,1.761147e-06,1.52018725e-06
0,7,mature lower,1.684186e-06,1.4318590000000001e-06
0,6,mature lower,1.713571e-06,1.48236e-06
0,5,mature lower,1.828124e-06,1.5593395e-06
0,4,mature lower,1.838408e-06,1.48999775e-06
0,3,mature lower,1.710452e-06,1.441868e-06
0,2,mature lower,1.70562e-06,1.4755815e-06
0,1,mature lower,1.694948e-06,1.41863825e-06
0,0,mature lower,1.698626e-06,1.45145675e-06
0,45,first upper,0.000422,0.00040775
0,46,second upper,2.218286e-06,2.1673400000000002e-06
0,47,mature upper,1.713189e-06,1.627619e-06
0,48,mature upper,1.686169e-06,1.5089842500000001e-06
0,49,mature upper,1.648397e-06,1.46359575e-06
0,50,mature upper,1.516406e-06,1.386005e-06
0,51,mature upper,1.518599e-06,1.49438625e-06
0,52,mature upper,1.741365e-06,1.5305395e-06
0,53,mature upper,1.673e-06,1.4501832500000001e-06
0,54,mature upper,1.651824e-06,1.42273625e-06
0,55,mature upper,1.698845e-06,1.5176635e-06
0,56,mature upper,1.732168e-06,1.5036015e-06
0,57,mature upper,1.850553e-06,1.48048675e-06
0,58,mature upper,1.693916e-06,1.4651132500000002e-06
0,59,mature upper,1.628873e-06,1.41779e-06
0,60,mature upper,1.79467e-06,1.5007509999999998e-06
0,61,mature upper,1.609378e-06,1.3964107500000001e-06
0,62,mature upper,1.679442e-06,1.46185175e-06
0,63,mature upper,1.659236e-06,1.37990925e-06
0,64,mature upper,1.695595e-06,1.4751805e-06
0,65,mature upper,1.740516e-06,1.53879175e-06
0,66,mature upper,1.612046e-06,1.4568795e-06
0,67,mature upper,1.655907e-06,1.4316255000000002e-06
0,68,mature upper,1.733382e-06,1.52559275e-06
0,69,mature upper,1.820623e-06,1.5227405e-06
0,70,mature upper,1.7296e-06,1.4719357500000001e-06
