R,P,region,rbm_cycles,baseline_cycles,cycle_speedup,cycle_saved,rbm_time_s,baseline_time_s,time_speedup,time_saved_s,max_abs_energy_diff
2,36,mature lower,16,85,5.3125,69,1.38,16.3,11.811594202898553,14.920000000000002,2.390310172017962e-13
2,37,mature lower,17,85,5.0,68,1.4,15.899999999999999,11.357142857142858,14.499999999999998,2.1199708655217364e-13
2,38,mature lower,18,85,4.722222222222222,67,1.6099999999999999,15.6,9.689440993788821,13.99,1.5581980150614072e-13
2,39,mature lower,20,85,4.25,65,1.6099999999999999,16.5,10.248447204968945,14.89,2.0775048348298242e-13
2,40,mature lower,20,85,4.25,65,1.66,15.799999999999999,9.518072289156626,14.139999999999999,2.1530000005043348e-13
2,41,mature lower,18,85,4.722222222222222,67,1.49,17.0,11.409395973154362,15.51,1.6533996394230144e-13
2,42,second lower,12,85,7.083333333333333,73,1.22,15.799999999999999,12.950819672131146,14.579999999999998,1.010858063921205e-13
2,43,first lower,104,85,0.8173076923076923,-19,9.379999999999999,16.5,1.7590618336886996,7.120000000000001,3.93574062229618e-14
2,44,center seed,119,97,0.8151260504201681,-22,10.299999999999999,18.599999999999998,1.8058252427184467,8.299999999999999,1.0547118733938987e-14
2,45,first upper,104,85,0.8173076923076923,-19,9.35,15.899999999999999,1.7005347593582887,6.549999999999999,1.0336176359260207e-13
2,46,second upper,12,85,7.083333333333333,73,1.22,15.7,12.868852459016393,14.479999999999999,2.0286550217463173e-13
2,47,mature upper,18,85,4.722222222222222,67,1.48,14.799999999999999,10.0,13.319999999999999,1.5770718064800349e-13
2,48,mature upper,20,85,4.25,65,1.66,15.799999999999999,9.518072289156626,14.139999999999999,2.546851618490109e-13
2,49,mature upper,20,85,4.25,65,1.6099999999999999,15.0,9.316770186335404,13.39,2.1738166822160565e-13
2,50,mature upper,18,85,4.722222222222222,67,1.6099999999999999,16.099999999999998,10.0,14.489999999999998,1.1488032747308807e-13
2,51,mature upper,17,85,5.0,68,1.4,15.299999999999999,10.928571428571429,13.899999999999999,2.539912724586202e-13
2,52,mature upper,16,85,5.3125,69,1.38,16.5,11.956521739130435,15.120000000000001,2.441380431150719e-13
2,53,mature upper,19,85,4.473684210526316,66,1.6099999999999999,15.0,9.316770186335404,13.39,1.580124919797754e-13
2,54,mature upper,19,85,4.473684210526316,66,1.5899999999999999,15.7,9.874213836477988,14.11,1.1929346399597307e-13
